"","JMBAG","Predavanja","Labos","Status","Broj.ponavljanja","Rang.matura","Srednja.škola","Spol","Dvorana","Pitanje.1","Pitanje.2","Pitanje.3","Pitanje.4","Pitanje.5","Pitanje.6","Pitanje.7","Pitanje.8","Pitanje.9","Pitanje.10","Broj.bodova"
"1","hbfmwezdgv",1.03,"1.01-22","redoviti",NA,13,"gimnazija","M","A111","E","D","B","C","A","A","E","A","C","B",26
"2","furomvcsda",1.02,"1.01-12","redoviti",NA,NA,"gimnazija","M","A111","E","D","B","C","A","A","E","A","C","B",26
"3","swdfgoepjl",1.05,"1.01-02","redoviti",NA,NA,"","M","A111","E","D","B","C","A","A","E","A","C","B",26
"4","xabzdhsqnu",1.01,"1.01-04","redoviti",NA,192,"tehni?ka","M","A201","E","D","B","C","A","A","E","A","C","B",26
"5","nmxertvyds",1.01,"1.01-05","redoviti",NA,NA,"","M","A201","E","D","B","C","A","A","E","A","C","B",26
"6","rtsqjpcobx",1.07,"1.01-09","redoviti",NA,NA,"","M","A201","E","D","B","C","A","A","E","A","C","B",26
"7","imoucpndvl",1.08,"1.01-26","redoviti",NA,NA,"gimnazija","M","A201","E","D","B","C","A","A","E","A","C","B",26
"8","fcjzsqelvh",1.01,"1.01-07","redoviti",NA,NA,"","M","A202","E","D","B","C","A","A","E","A","C","B",26
"9","ocglejbfik",1.02,"1.01-13","redoviti",NA,NA,"gimnazija","M","A202","E","D","B","C","A","A","E","A","C","B",26
"10","grhcbukmoi",1.03,"1.01-05","redoviti",NA,15,"gimnazija","F","A202","E","D","B","C","A","A","E","A","C","B",26
"11","tibwaplqvs",1.04,"1.01-30","redoviti",NA,NA,"gimnazija","M","A209","E","D","B","C","A","A","E","A","C","B",26
"12","ghazeitqdy",1.08,"1.01-26","redoviti",NA,NA,"","M","A209","E","D","B","C","A","A","E","A","C","B",26
"13","zimauovnpq",1.05,"1.01-01","redoviti",NA,NA,"","M","A211","E","D","B","C","A","A","E","A","C","B",26
"14","umozhrntlk",1.08,"1.01-32","redoviti",NA,30,"gimnazija","M","A211","E","D","B","C","A","A","E","A","C","B",26
"15","qiufgxkenb",1.01,"1.01-07","redoviti",NA,NA,"gimnazija","M","A211","E","D","B","C","A","A","E","A","C","B",26
"16","orfbyxhqji",1.05,"1.01-03","redoviti",NA,NA,"gimnazija","M","A301","E","D","B","C","A","A","E","A","C","B",26
"17","cxqwbrfdmk",1.06,"1.01-09","redoviti",NA,40,"gimnazija","M","A301","E","D","B","C","A","A","E","A","C","B",26
"18","gvspowjame",1.04,"1.01-28","redoviti",NA,NA,"","M","A301","E","D","B","C","A","A","E","A","C","B",26
"19","biszdwpajr",1.03,"1.01-21","redoviti",NA,NA,"gimnazija","M","A301","E","D","B","C","A","A","E","A","C","B",26
"20","njorqvcmxy",1.02,"1.01-15","redoviti",NA,120,"gimnazija","M","A301","E","D","B","C","A","A","E","A","C","B",26
"21","walvbtsudr",1.07,"1.01-11","redoviti",NA,NA,"gimnazija","M","A302","E","D","B","C","A","A","E","A","C","B",26
"22","epnbfvzltg",1.04,"1.01-31","redoviti",NA,184,"gimnazija","M","A302","E","D","B","C","A","A","E","A","C","B",26
"23","ukrondjgap",1.03,"1.01-21","redoviti",NA,275,"gimnazija","M","A302","E","D","B","C","A","A","E","A","C","B",26
"24","yjnpfqzxcd",1.02,"1.01-13","redoviti",NA,109,"tehni?ka","M","B1","E","D","B","C","A","A","E","A","C","B",26
"25","etudcapjri",1.08,"1.01-27","redoviti",NA,NA,"","M","B1","E","D","B","C","A","A","E","A","C","B",26
"26","uqkgjimdfe",1.04,"1.01-29","redoviti",NA,NA,"gimnazija","M","B1","E","D","B","C","A","A","E","A","C","B",26
"27","vdbmcgkqau",1.02,"1.01-15","redoviti",NA,121,"gimnazija","M","B1","E","D","B","C","A","A","E","A","C","B",26
"28","whuzfcnpqm",1.04,"1.01-29","redoviti",NA,NA,"","M","B1","E","D","B","C","A","A","E","A","C","B",26
"29","vwkaiuzqrj",1.05,"1.01-02","redoviti",NA,1,"gimnazija","M","B1","E","D","B","C","A","A","E","A","C","B",26
"30","lhwqfmante",1.06,"1.01-19","redoviti",NA,NA,"gimnazija","M","B1","E","D","B","C","A","A","E","A","C","B",26
"31","mbzahkldnx",1.05,"1.01-03","redoviti",NA,NA,"","M","B2","E","D","B","C","A","A","E","A","C","B",26
"32","vpkeiwnmqx",1.09,"-","ponavlja",1,NA,"","M","B2","E","D","B","C","A","A","E","A","C","B",26
"33","ofhlsakrwv",1.08,"1.01-07","redoviti",NA,29,"gimnazija","M","B2","E","D","B","C","A","A","E","A","C","B",26
"34","tkejidrvzb",1.05,"1.01-08","redoviti",NA,NA,"gimnazija","M","B4","E","D","B","C","A","A","E","A","C","B",26
"35","olghcyidnp",1.05,"1.01-03","redoviti",NA,75,"gimnazija","M","B4","E","D","B","C","A","A","E","A","C","B",26
"36","uyitvghldp",1.08,"1.01-32","redoviti",NA,NA,"","M","B4","E","D","B","C","A","A","E","A","C","B",26
"37","vbydwlekjf",1.06,"1.01-19","redoviti",NA,NA,"gimnazija","M","B4","E","D","B","C","A","A","E","A","C","B",26
"38","vcaxguzkwi",1.07,"1.01-11","redoviti",NA,NA,"gimnazija","M","B4","E","D","B","C","A","A","E","A","C","B",26
"39","zrbwjeycfq",1.08,"1.01-25","redoviti",NA,202,"gimnazija","M","B4","E","D","B","C","A","A","E","A","C","B",26
"40","qxijpkdlfn",1.02,"1.01-12","redoviti",NA,54,"gimnazija","M","B4","E","D","B","C","A","A","E","A","C","B",26
"41","phzcsotulf",1.04,"1.01-31","redoviti",NA,168,"gimnazija","M","C12-02","E","D","B","C","A","A","E","A","C","B",26
"42","xdnikeowgm",1.07,"1.01-16","redoviti",NA,NA,"","M","C12-02","E","D","B","C","A","A","E","A","C","B",26
"43","ygrmxwadiv",1.02,"1.01-12","redoviti",NA,NA,"gimnazija","M","C12-02","E","D","B","C","A","A","E","A","C","B",26
"44","fcpkxdjore",1.03,"1.01-23","redoviti",NA,1,"gimnazija","M","C12-02","E","D","B","C","A","A","E","A","C","B",26
"45","pbcktoswlq",1.06,"1.01-17","redoviti",NA,NA,"","M","C12-02","E","D","B","C","A","A","E","A","C","B",26
"46","mktjrupfqh",1.06,"1.01-25","redoviti",NA,NA,"","M","C12-02","E","D","B","C","A","A","E","A","C","B",26
"47","tvdfyosrgl",1.09,"1.01-23","redoviti",NA,NA,"gimnazija","M","C12-02","E","D","B","C","A","A","E","A","C","B",26
"48","mnvjiyaxbu",1.07,"1.01-10","redoviti",NA,NA,"","M","D1","E","D","B","C","A","A","E","A","C","B",26
"49","vxafehitpl",1.06,"1.01-17","redoviti",NA,NA,"gimnazija","M","D1","E","D","B","C","A","A","E","A","C","B",26
"50","tnzsqeumfy",1.02,"1.01-12","redoviti",NA,NA,"","M","D1","E","D","B","C","A","A","E","A","C","B",26
"51","dmtbsynlzf",1.09,"1.01-07","redoviti",NA,NA,"gimnazija","M","D1","E","D","B","C","A","A","E","A","C","B",26
"52","cuitnrwskb",1.04,"1.01-28","redoviti",NA,19,"gimnazija","M","D1","E","D","B","C","A","A","E","A","C","B",26
"53","rwhnlbqmvg",1.08,"1.01-32","redoviti",NA,56,"gimnazija","M","D1","E","D","B","C","A","A","E","A","C","B",26
"54","hocgfmjpyn",1.07,"1.01-09","redoviti",NA,22,"gimnazija","M","D1","E","D","B","C","A","A","E","A","C","B",26
"55","ptfuqyaxro",1.06,"1.01-03","redoviti",NA,NA,"","M","D152","E","D","B","C","A","A","E","A","C","B",26
"56","iagxoqhyzv",1.02,"1.01-14","redoviti",NA,241,"tehni?ka","M","D152","E","D","B","C","A","A","E","A","C","B",26
"57","xjqruezmbo",1.07,"1.01-11","redoviti",NA,NA,"","M","D152","E","D","B","C","A","A","E","A","C","B",26
"58","npiwjsruxq",1.02,"1.01-13","redoviti",NA,324,"tehni?ka","M","D2","E","D","B","C","A","A","E","A","C","B",26
"59","sdawxlopgt",1.08,"1.01-26","redoviti",NA,NA,"gimnazija","M","D2","E","D","B","C","A","A","E","A","C","B",26
"60","sicrhxbugn",1.05,"1.01-02","redoviti",NA,134,"tehni?ka","M","D2","E","D","B","C","A","A","E","A","C","B",26
"61","jzisbuofmc",1.05,"1.01-17","redoviti",NA,NA,"","F","D2","E","D","B","C","A","A","E","A","C","B",26
"62","pjkzhqbvef",1.05,"1.01-08","redoviti",NA,NA,"tehni?ka","M","D2","E","D","B","C","A","A","E","A","C","B",26
"63","qhysednuba",1.04,"1.01-12","redoviti",NA,67,"tehni?ka","M","D2","E","D","B","C","A","A","E","A","C","B",26
"64","dsjqyhulrp",1.06,"1.01-19","redoviti",NA,NA,"","M","D2","E","D","B","C","A","A","E","A","C","B",26
"65","tivbcpfehj",1.03,"1.01-22","redoviti",NA,NA,"","M","D260","E","D","B","C","A","A","E","A","C","B",26
"66","dkyuctbqam",1.06,"1.01-24","redoviti",NA,NA,"gimnazija","M","D260","E","D","B","C","A","A","E","A","C","B",26
"67","unopgszlwa",1.02,"1.01-12","redoviti",NA,470,"gimnazija","M","D260","E","D","B","C","A","A","E","A","C","B",26
"68","stdnbhalio",1.02,"1.01-13","redoviti",NA,NA,"gimnazija","M","D260","E","D","B","C","A","A","E","A","C","B",26
"69","uqdlbtmijx",1.07,"1.01-10","redoviti",NA,154,"gimnazija","M","D260","E","D","B","C","A","A","E","A","C","B",26
"70","bumolpstdj",1.06,"1.01-24","redoviti",NA,217,"gimnazija","M","D260","E","D","B","C","A","A","E","A","C","B",26
"71","yncwaifjot",1.08,"1.01-25","redoviti",NA,NA,"","M","D272","E","D","B","C","A","A","E","A","C","B",26
"72","vptqfscerz",1.06,"1.01-19","redoviti",NA,NA,"gimnazija","M","D272","E","D","B","C","A","A","E","A","C","B",26
"73","exirhqbuyl",1.06,"1.01-24","redoviti",NA,56,"gimnazija","M","D272","E","D","B","C","A","A","E","A","C","B",26
"74","xzrswkqedg",1.08,"1.01-01","redoviti",NA,45,"gimnazija","M","D273","E","D","B","C","A","A","E","A","C","B",26
"75","rlfvdknsux",1.04,"1.01-28","redoviti",NA,178,"tehni?ka","M","D273","E","D","B","C","A","A","E","A","C","B",26
"76","izujktlyqr",1.04,"1.01-28","redoviti",NA,NA,"","M","D273","E","D","B","C","A","A","E","A","C","B",26
"77","enzpctaqor",1.09,"1.01-26","redoviti",NA,NA,"","M","D346","E","D","B","C","A","A","E","A","C","B",26
"78","cuhbmnjelg",1.03,"1.01-20","redoviti",NA,NA,"gimnazija","M","D346","E","D","B","C","A","A","E","A","C","B",26
"79","ftrpakywhm",1.01,"1.01-04","redoviti",NA,NA,"gimnazija","M","D346","E","D","B","C","A","A","E","A","C","B",26
"80","xekymvqnst",1.05,"1.01-02","redoviti",NA,203,"gimnazija","F","B2","E","-","B","C","A","A","E","A","C","B",24
"81","egrvldubfw",1.09,"-","ponavlja",1,NA,"","M","C12-02","E","-","B","C","A","A","E","A","C","B",24
"82","dqwymtnjei",1.02,"1.01-15","redoviti",NA,95,"gimnazija","M","D1","E","D","-","C","A","A","E","A","C","B",24
"83","awhtjfgdil",1.07,"1.01-16","redoviti",NA,NA,"gimnazija","M","D272","E","-","B","C","A","A","E","A","C","B",24
"84","qglzoywmvp",1.03,"1.01-21","redoviti",NA,NA,"tehni?ka","M","D346","E","-","B","C","A","A","E","A","C","B",24
"85","itbqjneadm",1.07,"1.01-16","redoviti",NA,166,"gimnazija","M","A111","E","D","B","B","A","A","E","A","C","B",23.5
"86","yoavdrinkm",1.07,"1.01-09","redoviti",NA,NA,"gimnazija","M","A201","E","D","E","C","A","A","E","A","C","B",23.5
"87","daojemrvtn",1.08,"1.01-25","redoviti",NA,NA,"gimnazija","M","A202","E","D","B","B","A","A","E","A","C","B",23.5
"88","xyvcsbhomz",1.03,"1.01-23","redoviti",NA,150,"gimnazija","M","A209","E","D","D","C","A","A","E","A","C","B",23.5
"89","jklgyrcseu",1.03,"1.01-23","redoviti",NA,NA,"gimnazija","M","A211","E","D","D","C","A","A","E","A","C","B",23.5
"90","czaivygput",1.08,"1.01-25","redoviti",NA,NA,"tehni?ka","M","A302","E","D","D","C","A","A","E","A","C","B",23.5
"91","gkjywhtrob",1.09,"1.01-02","ponavlja",3,NA,"","M","B1","E","D","B","B","A","A","E","A","C","B",23.5
"92","vnxslfgwyp",1.01,"1.01-05","redoviti",NA,NA,"","F","C12-02","E","D","D","C","A","A","E","A","C","B",23.5
"93","wcxybvgaiq",1.07,"1.01-16","redoviti",NA,NA,"tehni?ka","M","C12-02","E","D","D","C","A","A","E","A","C","B",23.5
"94","gswkytiuxm",1.07,"1.01-16","redoviti",NA,214,"gimnazija","M","C12-02","E","D","D","C","A","A","E","A","C","B",23.5
"95","oerwpjhabx",1.09,"-","ponavlja",1,1,"gimnazija","M","D1","E","D","D","C","A","A","E","A","C","B",23.5
"96","andetpjyig",1.07,"1.01-09","redoviti",NA,104,"gimnazija","M","D1","E","A","B","C","A","A","E","A","C","B",23.5
"97","xslnymezhw",1.07,"1.01-11","redoviti",NA,NA,"gimnazija","M","D1","E","D","D","C","A","A","E","A","C","B",23.5
"98","pnrxuhbqvm",1.09,"1.01-05","ponavlja",1,NA,"gimnazija","M","D152","E","D","D","C","A","A","E","A","C","B",23.5
"99","xvzpjckmub",1.09,"-","ponavlja",1,NA,"gimnazija","M","D152","E","D","B","B","A","A","E","A","C","B",23.5
"100","cjdegkrslq",1.08,"1.01-25","redoviti",NA,NA,"gimnazija","F","D152","E","D","D","C","A","A","E","A","C","B",23.5
"101","rudimjqosc",1.07,"1.01-16","redoviti",NA,73,"gimnazija","F","D2","E","D","D","C","A","A","E","A","C","B",23.5
"102","kunszdotgm",1.03,"1.01-21","ponavlja",1,NA,"","M","D272","E","D","B","C","A","A","E","A","E","B",23.5
"103","tejgqfpkwl",1.06,"1.01-18","redoviti",NA,36,"gimnazija","M","D346","E","D","D","C","A","A","E","A","C","B",23.5
"104","dmpncyusbf",1.01,"1.01-07","redoviti",NA,NA,"","M","D346","E","D","B","E","A","A","E","A","C","B",23.5
"105","cdhkswqxjp",1.04,"1.01-28","redoviti",NA,321,"tehni?ka","M","D346","E","D","B","E","A","A","E","A","C","B",23.5
"106","trvbzylqxe",1.01,"-","ponavlja",1,NA,"gimnazija","F","D346","E","D","D","C","A","A","E","A","C","B",23.5
"107","jutcrdmlis",1.04,"1.01-28","redoviti",NA,NA,"gimnazija","M","D346","E","D","B","A","A","A","E","A","C","B",23.5
"108","lxbfauegiv",1.05,"1.01-01","redoviti",NA,74,"gimnazija","M","A202","E","D","B","C","A","-","E","A","C","B",23
"109","dfiheyucxs",1.07,"1.01-16","redoviti",NA,NA,"tehni?ka","M","A202","-","D","B","C","A","A","E","A","C","B",23
"110","iwqpmnxrzf",1.05,"1.01-02","redoviti",NA,NA,"gimnazija","M","B1","E","D","B","C","A","-","E","A","C","B",23
"111","hmwsjodkub",1.01,"-","ponavlja",1,NA,"","M","B2","-","D","B","C","A","A","E","A","C","B",23
"112","auzskolhdx",1.02,"1.01-15","redoviti",NA,NA,"gimnazija","M","B4","E","D","B","C","A","A","E","-","C","B",23
"113","ajrkgqxndy",1.03,"1.01-23","redoviti",NA,NA,"","M","C12-02","-","D","B","C","A","A","E","A","C","B",23
"114","wcesmznayx",1.03,"1.01-20","redoviti",NA,NA,"","M","D1","E","D","B","C","A","-","E","A","C","B",23
"115","pcvgibqalo",1.06,"1.01-18","redoviti",NA,NA,"gimnazija","F","D1","E","D","B","C","A","-","E","A","C","B",23
"116","fhltvynzek",1.03,"-","ponavlja",1,NA,"","M","D260","-","D","B","C","A","A","E","A","C","B",23
"117","unwvetxyfg",1.03,"1.01-23","redoviti",NA,NA,"gimnazija","M","D260","E","D","B","C","-","A","E","A","C","B",23
"118","ntbjevyixk",1.09,"-","ponavlja",1,NA,"tehni?ka","M","D260","-","D","B","C","A","A","E","A","C","B",23
"119","gvxftlkyqs",1.05,"1.01-01","redoviti",NA,NA,"tehni?ka","M","D273","-","D","B","C","A","A","E","A","C","B",23
"120","tinvxwzmlu",1.04,"1.01-31","redoviti",NA,NA,"","M","D273","-","D","B","C","A","A","E","A","C","B",23
"121","eigblszyxo",1.08,"1.01-25","redoviti",NA,NA,"gimnazija","F","D273","E","D","B","C","A","A","E","-","C","B",23
"122","skqpnzdcbv",1.09,"-","ponavlja",1,NA,"","M","A111","E","D","B","C","A","A","B","A","C","B",22
"123","cgoxketjfy",1.05,"1.01-08","redoviti",NA,20,"gimnazija","F","A111","E","D","B","C","E","A","E","A","C","B",22
"124","fnwxzibhdt",1.02,"1.01-13","redoviti",NA,NA,"","M","A111","E","D","B","C","C","A","E","A","C","B",22
"125","asnfqeviyz",1.01,"1.01-08","redoviti",NA,NA,"gimnazija","M","A202","E","D","B","C","A","A","B","A","C","B",22
"126","lnosebvmdf",1.03,"1.01-22","redoviti",NA,NA,"","M","A202","E","D","B","C","A","A","D","A","C","B",22
"127","xwloearkmg",1.09,"1.01-31","redoviti",NA,54,"gimnazija","M","A202","E","D","B","C","D","A","E","A","C","B",22
"128","cyxiljewgo",1.08,"1.01-26","redoviti",NA,NA,"","M","A202","E","D","B","C","A","A","E","A","C","C",22
"129","hnoicetujg",1.04,"1.01-31","redoviti",NA,NA,"","M","A211","E","D","B","C","A","A","A","A","C","B",22
"130","mrabjkowui",1.07,"1.01-10","redoviti",NA,NA,"","M","A211","E","D","B","C","B","A","E","A","C","B",22
"131","zuvhrtqbck",1.08,"1.01-25","redoviti",NA,101,"gimnazija","M","A211","E","D","B","C","A","C","E","A","C","B",22
"132","wiyzgkfqax",1.05,"1.01-02","redoviti",NA,NA,"","M","A211","E","D","B","C","B","A","E","A","C","B",22
"133","mveyoulqra",1.08,"1.01-25","redoviti",NA,NA,"","M","A301","E","D","B","C","C","A","E","A","C","B",22
"134","mbheifdlgk",1.04,"1.01-30","redoviti",NA,NA,"","M","A301","E","D","B","C","A","C","E","A","C","B",22
"135","zfnehibdpa",1.05,"1.01-06","redoviti",NA,NA,"gimnazija","M","A302","E","D","B","C","C","A","E","A","C","B",22
"136","xqptkzlcve",1.07,"1.01-11","redoviti",NA,NA,"","M","A302","E","D","B","C","B","A","E","A","C","B",22
"137","okzbhuftav",1.05,"-","ponavlja",1,502,"gimnazija","M","A302","E","D","B","C","B","A","E","A","C","B",22
"138","nxubhlcigd",1.08,"1.01-10","ponavlja",1,NA,"","M","A302","C","D","B","C","A","A","E","A","C","B",22
"139","yblwmzrexg",1.06,"1.01-17","redoviti",NA,NA,"","M","B1","E","D","B","C","D","A","E","A","C","B",22
"140","jfivwrqndu",1.03,"1.01-23","redoviti",NA,270,"gimnazija","M","B1","E","D","B","C","A","A","E","C","C","B",22
"141","yvsduhwjfc",1.03,"1.01-21","redoviti",NA,NA,"tehni?ka","M","B2","E","D","B","C","B","A","E","A","C","B",22
"142","rnpmcshkti",1.08,"1.01-15","redoviti",NA,88,"tehni?ka","M","B2","E","D","B","C","B","A","E","A","C","B",22
"143","qjumsxcnkb",1.08,"1.01-26","redoviti",NA,NA,"","M","B4","E","D","B","C","B","A","E","A","C","B",22
"144","drhcfzbsip",1.09,"1.01-23","redoviti",NA,NA,"","F","B4","E","D","B","C","D","A","E","A","C","B",22
"145","hdpvtgkcje",1.05,"1.01-01","redoviti",NA,NA,"","M","C12-02","B","D","B","C","A","A","E","A","C","B",22
"146","skgvunircj",1.02,"1.01-12","redoviti",NA,NA,"tehni?ka","M","C12-02","E","D","B","C","A","A","E","C","C","B",22
"147","jabrmyqekf",1.06,"1.01-17","redoviti",NA,NA,"gimnazija","M","C12-02","E","D","B","C","B","A","E","A","C","B",22
"148","fhrzjaeclq",1.01,"1.01-31","redoviti",NA,NA,"gimnazija","M","C12-02","E","D","B","C","B","A","E","A","C","B",22
"149","msybkohdre",1.06,"1.01-24","redoviti",NA,NA,"","M","C12-02","E","D","B","C","C","A","E","A","C","B",22
"150","mekxuzdotv",1.08,"1.01-26","redoviti",NA,280,"gimnazija","M","C12-02","E","D","B","C","A","C","E","A","C","B",22
"151","qcjnymkfbr",1.07,"1.01-10","redoviti",NA,NA,"","M","D1","E","D","B","C","B","A","E","A","C","B",22
"152","caskolievz",1.08,"1.01-27","redoviti",NA,NA,"","M","D1","E","D","B","C","B","A","E","A","C","B",22
"153","rcowkdzqix",1.05,"1.01-08","redoviti",NA,NA,"gimnazija","M","D1","C","D","B","C","A","A","E","A","C","B",22
"154","acwzhirfvj",1.01,"-","ponavlja",1,332,"gimnazija","M","D1","E","D","B","C","C","A","E","A","C","B",22
"155","vatuxcghoi",1.03,"1.01-21","redoviti",NA,49,"gimnazija","F","D1","E","D","B","C","D","A","E","A","C","B",22
"156","vntuxpclds",1.06,"1.01-18","redoviti",NA,163,"gimnazija","M","D1","E","D","B","C","C","A","E","A","C","B",22
"157","qbuclgkdai",1.09,"-","ponavlja",1,NA,"","M","D152","E","D","B","C","D","A","E","A","C","B",22
"158","qrklxmjosb",1.04,"1.01-31","redoviti",NA,NA,"gimnazija","F","D152","E","D","B","C","A","A","E","A","C","C",22
"159","lmctoeivhx",1.06,"1.01-18","redoviti",NA,NA,"","F","D2","E","D","B","C","A","A","B","A","C","B",22
"160","cluqogpayw",1.08,"1.01-32","redoviti",NA,290,"gimnazija","M","D2","E","D","B","C","B","A","E","A","C","B",22
"161","ivsreuzkjl",1.09,"-","ponavlja",1,325,"gimnazija","M","D2","E","D","B","C","C","A","E","A","C","B",22
"162","obnjvthfli",1.05,"1.01-08","redoviti",NA,NA,"","M","D2","B","D","B","C","A","A","E","A","C","B",22
"163","yxcbwliuqf",1.04,"1.01-21","redoviti",NA,NA,"","M","D2","E","D","B","C","A","A","E","D","C","B",22
"164","qnjmvyrteh",1.09,"1.01-06","redoviti",NA,NA,"tehni?ka","M","D2","D","D","B","C","A","A","E","A","C","B",22
"165","xhjyzmfruc",1.02,"1.01-20","redoviti",NA,270,"tehni?ka","M","D260","E","D","B","C","C","A","E","A","C","B",22
"166","xzwhpejqdg",1.03,"1.01-21","redoviti",NA,NA,"","M","D272","E","D","B","C","A","D","E","A","C","B",22
"167","vmrfqnlwuc",1.04,"1.01-28","redoviti",NA,NA,"gimnazija","F","D272","E","D","B","C","C","A","E","A","C","B",22
"168","ohvbauxmqp",1.09,"-","ponavlja",1,NA,"","M","D272","E","D","B","C","A","C","E","A","C","B",22
"169","sykvruenqp",1.07,"1.01-10","redoviti",NA,NA,"gimnazija","M","D273","E","D","B","C","D","A","E","A","C","B",22
"170","dfpoujxanq",1.03,"1.01-22","redoviti",NA,NA,"","M","D273","E","D","B","C","C","A","E","A","C","B",22
"171","omrgibupft",1.06,"1.01-19","redoviti",NA,NA,"gimnazija","M","D346","E","D","B","C","B","A","E","A","C","B",22
"172","tiexpgoqyv",1.04,"1.01-30","redoviti",NA,NA,"gimnazija","M","D346","E","D","B","C","B","A","E","A","C","B",22
"173","lcibgkrzju",1.09,"1.01-15","ponavlja",1,NA,"","M","A211","E","-","D","C","A","A","E","A","C","B",21.5
"174","nalzumiosh",1.03,"1.01-19","redoviti",NA,NA,"gimnazija","M","A211","E","D","-","C","A","A","E","A","E","B",21.5
"175","jwtfvlnsdp",1.08,"1.01-26","redoviti",NA,145,"gimnazija","M","A301","E","-","D","C","A","A","E","A","C","B",21.5
"176","ornmbqfkih",1.09,"-","ponavlja",1,NA,"gimnazija","M","A202","E","D","D","C","A","A","E","A","E","B",21
"177","esokqafhdg",1.08,"1.01-32","redoviti",NA,NA,"","M","A301","E","C","D","C","A","A","E","A","C","B",21
"178","tfclngpows",1.04,"1.01-29","redoviti",NA,NA,"tehni?ka","M","B4","E","C","D","C","A","A","E","A","C","B",21
"179","pzcrxionua",1.05,"1.01-08","redoviti",NA,NA,"gimnazija","M","B4","E","D","D","C","A","A","E","A","B","B",21
"180","kjsvuxgmrh",1.07,"1.01-10","redoviti",NA,NA,"gimnazija","M","D1","E","D","A","B","A","A","E","A","C","B",21
